,2020-09-01,2020-10-01,2020-11-01
Grayson_Virginia_UnitedStates.NYT_ConfirmedCases.data,322.0,394.0,0.0
Grayson_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greeley_Nebraska_UnitedStates.NYT_ConfirmedCases.data,32.0,47.0,0.0
Greeley_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gray_Kansas_UnitedStates.NYT_ConfirmedCases.data,127.0,176.0,0.0
Gray_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grayson_Texas_UnitedStates.NYT_ConfirmedCases.data,1908.0,2752.0,0.0
Grayson_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gray_Texas_UnitedStates.NYT_ConfirmedCases.data,317.0,495.0,0.0
Gray_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.data,743.0,892.0,0.0
Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gratiot_Michigan_UnitedStates.NYT_ConfirmedCases.data,298.0,539.0,0.0
Gratiot_Michigan_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grayson_Kentucky_UnitedStates.NYT_ConfirmedCases.data,409.0,548.0,0.0
Grayson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.data,518.0,709.0,0.0
GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenbrier_WestVirginia_UnitedStates.NYT_ConfirmedCases.data,128.0,171.0,0.0
Greenbrier_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Iowa_UnitedStates.NYT_ConfirmedCases.data,109.0,208.0,0.0
Greene_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Illinois_UnitedStates.NYT_ConfirmedCases.data,235.0,329.0,0.0
Greene_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Georgia_UnitedStates.NYT_ConfirmedCases.data,509.0,636.0,0.0
Greene_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Alabama_UnitedStates.NYT_ConfirmedCases.data,306.0,346.0,0.0
Greene_Alabama_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
GreenLake_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,360.0,903.0,0.0
GreenLake_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Green_Kentucky_UnitedStates.NYT_ConfirmedCases.data,282.0,362.0,0.0
Green_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Green_Wisconsin_UnitedStates.NYT_ConfirmedCases.data,580.0,1050.0,0.0
Green_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Arkansas_UnitedStates.NYT_ConfirmedCases.data,909.0,1595.0,0.0
Greene_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Indiana_UnitedStates.NYT_ConfirmedCases.data,437.0,617.0,0.0
Greene_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data,190.0,263.0,0.0
Greene_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Missouri_UnitedStates.NYT_ConfirmedCases.data,6989.0,9999.0,0.0
Greene_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,623.0,965.0,0.0
Greene_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenlee_Arizona_UnitedStates.NYT_ConfirmedCases.data,59.0,103.0,0.0
Greenlee_Arizona_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1185.0,1876.0,0.0
Greene_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greensville_Virginia_UnitedStates.NYT_ConfirmedCases.data,795.0,907.0,0.0
Greensville_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Mississippi_UnitedStates.NYT_ConfirmedCases.data,389.0,482.0,0.0
Greene_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_NewYork_UnitedStates.NYT_ConfirmedCases.data,325.0,501.0,0.0
Greene_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Ohio_UnitedStates.NYT_ConfirmedCases.data,1561.0,2759.0,0.0
Greene_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greene_Virginia_UnitedStates.NYT_ConfirmedCases.data,223.0,293.0,0.0
Greene_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grenada_Mississippi_UnitedStates.NYT_ConfirmedCases.data,1101.0,1239.0,0.0
Grenada_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Griggs_NorthDakota_UnitedStates.NYT_ConfirmedCases.data,60.0,92.0,0.0
Griggs_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greer_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,109.0,151.0,0.0
Greer_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gregory_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,136.0,204.0,0.0
Gregory_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenwood_Kansas_UnitedStates.NYT_ConfirmedCases.data,49.0,108.0,0.0
Greenwood_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenwood_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data,2221.0,2534.0,0.0
Greenwood_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grimes_Texas_UnitedStates.NYT_ConfirmedCases.data,1091.0,1187.0,0.0
Grimes_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gregg_Texas_UnitedStates.NYT_ConfirmedCases.data,2760.0,3423.0,0.0
Gregg_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.data,429.0,671.0,0.0
Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data,14550.0,17482.0,0.0
Greenville_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Guadalupe_Texas_UnitedStates.NYT_ConfirmedCases.data,3597.0,3806.0,0.0
Guadalupe_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grundy_Illinois_UnitedStates.NYT_ConfirmedCases.data,687.0,1086.0,0.0
Grundy_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Guernsey_Ohio_UnitedStates.NYT_ConfirmedCases.data,175.0,431.0,0.0
Guernsey_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Guilford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,8736.0,11877.0,0.0
Guilford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gulf_Florida_UnitedStates.NYT_ConfirmedCases.data,875.0,941.0,0.0
Gulf_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grundy_Missouri_UnitedStates.NYT_ConfirmedCases.data,200.0,282.0,0.0
Grundy_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gunnison_Colorado_UnitedStates.NYT_ConfirmedCases.data,297.0,306.0,0.0
Gunnison_Colorado_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Guadalupe_NewMexico_UnitedStates.NYT_ConfirmedCases.data,34.0,42.0,0.0
Guadalupe_NewMexico_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grundy_Tennessee_UnitedStates.NYT_ConfirmedCases.data,326.0,587.0,0.0
Grundy_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Grundy_Iowa_UnitedStates.NYT_ConfirmedCases.data,229.0,340.0,0.0
Grundy_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Gwinnett_Georgia_UnitedStates.NYT_ConfirmedCases.data,27647.0,29866.0,0.0
Gwinnett_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haakon_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,27.0,101.0,0.0
Haakon_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hale_Alabama_UnitedStates.NYT_ConfirmedCases.data,653.0,793.0,0.0
Hale_Alabama_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hale_Texas_UnitedStates.NYT_ConfirmedCases.data,1909.0,2559.0,0.0
Hale_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Guthrie_Iowa_UnitedStates.NYT_ConfirmedCases.data,271.0,420.0,0.0
Guthrie_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hall_Georgia_UnitedStates.NYT_ConfirmedCases.data,9373.0,10444.0,0.0
Hall_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Habersham_Georgia_UnitedStates.NYT_ConfirmedCases.data,1674.0,1915.0,0.0
Habersham_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haines_Alaska_UnitedStates.NYT_ConfirmedCases.data,0.0,0.0,0.0
Haines_Alaska_UnitedStates.NYT_ConfirmedCases.missing,100,100,100
Halifax_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,1046.0,1476.0,0.0
Halifax_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Halifax_Virginia_UnitedStates.NYT_ConfirmedCases.data,361.0,536.0,0.0
Halifax_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamblen_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1965.0,2582.0,0.0
Hamblen_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Illinois_UnitedStates.NYT_ConfirmedCases.data,74.0,143.0,0.0
Hamilton_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Florida_UnitedStates.NYT_ConfirmedCases.data,859.0,907.0,0.0
Hamilton_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.data,15.0,18.0,0.0
Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Nebraska_UnitedStates.NYT_ConfirmedCases.data,142.0,246.0,0.0
Hamilton_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Indiana_UnitedStates.NYT_ConfirmedCases.data,5029.0,6985.0,0.0
Hamilton_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.data,46.0,69.0,0.0
Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hall_Texas_UnitedStates.NYT_ConfirmedCases.data,34.0,47.0,0.0
Hall_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hall_Nebraska_UnitedStates.NYT_ConfirmedCases.data,2040.0,2765.0,0.0
Hall_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.data,337.0,479.0,0.0
Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hampton_Virginia_UnitedStates.NYT_ConfirmedCases.data,1846.0,2163.0,0.0
Hampton_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.data,9825.0,12563.0,0.0
Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hampton_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data,665.0,770.0,0.0
Hampton_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamlin_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,101.0,211.0,0.0
Hamlin_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hampden_Massachusetts_UnitedStates.NYT_ConfirmedCases.data,8283.0,10016.0,0.0
Hampden_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.data,145.0,206.0,0.0
Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Georgia_UnitedStates.NYT_ConfirmedCases.data,394.0,413.0,0.0
Hancock_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hamilton_Ohio_UnitedStates.NYT_ConfirmedCases.data,13426.0,18758.0,0.0
Hamilton_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hampshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.data,1287.0,1509.0,0.0
Hampshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hampshire_WestVirginia_UnitedStates.NYT_ConfirmedCases.data,108.0,133.0,0.0
Hampshire_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hand_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,47.0,119.0,0.0
Hand_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_WestVirginia_UnitedStates.NYT_ConfirmedCases.data,150.0,219.0,0.0
Hancock_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Maine_UnitedStates.NYT_ConfirmedCases.data,54.0,73.0,0.0
Hancock_Maine_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.data,228.0,321.0,0.0
Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Tennessee_UnitedStates.NYT_ConfirmedCases.data,109.0,127.0,0.0
Hancock_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Mississippi_UnitedStates.NYT_ConfirmedCases.data,598.0,859.0,0.0
Hancock_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.data,966.0,1319.0,0.0
Hancock_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Iowa_UnitedStates.NYT_ConfirmedCases.data,203.0,380.0,0.0
Hancock_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Ohio_UnitedStates.NYT_ConfirmedCases.data,741.0,1159.0,0.0
Hancock_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.data,89.0,155.0,0.0
Hancock_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,42.0,107.0,0.0
Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardeman_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1589.0,1953.0,0.0
Hardeman_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardee_Florida_UnitedStates.NYT_ConfirmedCases.data,1366.0,1614.0,0.0
Hardee_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Illinois_UnitedStates.NYT_ConfirmedCases.data,40.0,58.0,0.0
Hardin_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Iowa_UnitedStates.NYT_ConfirmedCases.data,311.0,431.0,0.0
Hardin_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hansford_Texas_UnitedStates.NYT_ConfirmedCases.data,125.0,216.0,0.0
Hansford_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haralson_Georgia_UnitedStates.NYT_ConfirmedCases.data,487.0,845.0,0.0
Haralson_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.data,30.0,63.0,0.0
Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Kentucky_UnitedStates.NYT_ConfirmedCases.data,1346.0,1788.0,0.0
Hardin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hanover_Virginia_UnitedStates.NYT_ConfirmedCases.data,1320.0,1642.0,0.0
Hanover_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardy_WestVirginia_UnitedStates.NYT_ConfirmedCases.data,91.0,106.0,0.0
Hardy_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.data,428.0,610.0,0.0
Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.data,2.0,1.0,0.0
Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Ohio_UnitedStates.NYT_ConfirmedCases.data,257.0,405.0,0.0
Hardin_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harding_SouthDakota_UnitedStates.NYT_ConfirmedCases.data,5.0,57.0,0.0
Harding_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harlan_Nebraska_UnitedStates.NYT_ConfirmedCases.data,24.0,58.0,0.0
Harlan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1077.0,1435.0,0.0
Hardin_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hardin_Texas_UnitedStates.NYT_ConfirmedCases.data,1350.0,1457.0,0.0
Hardin_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harford_Maryland_UnitedStates.NYT_ConfirmedCases.data,3064.0,3559.0,0.0
Harford_Maryland_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,46.0,63.0,0.0
Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harper_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,29.0,74.0,0.0
Harper_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,2287.0,2969.0,0.0
Harnett_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harper_Kansas_UnitedStates.NYT_ConfirmedCases.data,120.0,165.0,0.0
Harper_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harris_Georgia_UnitedStates.NYT_ConfirmedCases.data,799.0,887.0,0.0
Harris_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Indiana_UnitedStates.NYT_ConfirmedCases.data,604.0,838.0,0.0
Harrison_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Mississippi_UnitedStates.NYT_ConfirmedCases.data,3941.0,5566.0,0.0
Harrison_Mississippi_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harris_Texas_UnitedStates.NYT_ConfirmedCases.data,142681.0,159617.0,0.0
Harris_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Kentucky_UnitedStates.NYT_ConfirmedCases.data,183.0,283.0,0.0
Harrison_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Iowa_UnitedStates.NYT_ConfirmedCases.data,270.0,732.0,0.0
Harrison_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harney_Oregon_UnitedStates.NYT_ConfirmedCases.data,12.0,37.0,0.0
Harney_Oregon_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hartley_Texas_UnitedStates.NYT_ConfirmedCases.data,135.0,179.0,0.0
Hartley_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Ohio_UnitedStates.NYT_ConfirmedCases.data,67.0,93.0,0.0
Harrison_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Texas_UnitedStates.NYT_ConfirmedCases.data,905.0,1096.0,0.0
Harrison_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hart_Kentucky_UnitedStates.NYT_ConfirmedCases.data,197.0,480.0,0.0
Hart_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harvey_Kansas_UnitedStates.NYT_ConfirmedCases.data,361.0,649.0,0.0
Harvey_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrisonburg_Virginia_UnitedStates.NYT_ConfirmedCases.data,2667.0,3040.0,0.0
Harrisonburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hart_Georgia_UnitedStates.NYT_ConfirmedCases.data,521.0,608.0,0.0
Hart_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_Missouri_UnitedStates.NYT_ConfirmedCases.data,117.0,193.0,0.0
Harrison_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Harrison_WestVirginia_UnitedStates.NYT_ConfirmedCases.data,392.0,680.0,0.0
Harrison_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hartford_Connecticut_UnitedStates.NYT_ConfirmedCases.data,14801.0,17672.0,0.0
Hartford_Connecticut_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haskell_Texas_UnitedStates.NYT_ConfirmedCases.data,69.0,78.0,0.0
Haskell_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Heard_Georgia_UnitedStates.NYT_ConfirmedCases.data,197.0,283.0,0.0
Heard_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hayes_Nebraska_UnitedStates.NYT_ConfirmedCases.data,0.0,23.0,0.0
Hayes_Nebraska_UnitedStates.NYT_ConfirmedCases.missing,100,9,100
Hawkins_Tennessee_UnitedStates.NYT_ConfirmedCases.data,843.0,1232.0,0.0
Hawkins_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hawaii_Hawaii_UnitedStates.NYT_ConfirmedCases.data,739.0,1285.0,0.0
Hawaii_Hawaii_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haywood_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1006.0,1305.0,0.0
Haywood_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.data,126.0,158.0,0.0
Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haskell_Oklahoma_UnitedStates.NYT_ConfirmedCases.data,285.0,395.0,0.0
Haskell_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hays_Texas_UnitedStates.NYT_ConfirmedCases.data,5940.0,6875.0,0.0
Hays_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Haywood_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,618.0,714.0,0.0
Haywood_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.data,2823.0,3691.0,0.0
Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henderson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data,2048.0,2554.0,0.0
Henderson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henderson_Kentucky_UnitedStates.NYT_ConfirmedCases.data,802.0,1379.0,0.0
Henderson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hennepin_Minnesota_UnitedStates.NYT_ConfirmedCases.data,27728.0,36580.0,0.0
Hennepin_Minnesota_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hendry_Florida_UnitedStates.NYT_ConfirmedCases.data,2076.0,2238.0,0.0
Hendry_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hemphill_Texas_UnitedStates.NYT_ConfirmedCases.data,74.0,155.0,0.0
Hemphill_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henderson_Illinois_UnitedStates.NYT_ConfirmedCases.data,71.0,131.0,0.0
Henderson_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hempstead_Arkansas_UnitedStates.NYT_ConfirmedCases.data,382.0,584.0,0.0
Hempstead_Arkansas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henderson_Texas_UnitedStates.NYT_ConfirmedCases.data,984.0,1724.0,0.0
Henderson_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henderson_Tennessee_UnitedStates.NYT_ConfirmedCases.data,1195.0,1454.0,0.0
Henderson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Iowa_UnitedStates.NYT_ConfirmedCases.data,777.0,1168.0,0.0
Henry_Iowa_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Tennessee_UnitedStates.NYT_ConfirmedCases.data,640.0,858.0,0.0
Henry_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Alabama_UnitedStates.NYT_ConfirmedCases.data,514.0,736.0,0.0
Henry_Alabama_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Ohio_UnitedStates.NYT_ConfirmedCases.data,342.0,563.0,0.0
Henry_Ohio_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Illinois_UnitedStates.NYT_ConfirmedCases.data,679.0,869.0,0.0
Henry_Illinois_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Georgia_UnitedStates.NYT_ConfirmedCases.data,5281.0,6665.0,0.0
Henry_Georgia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Kentucky_UnitedStates.NYT_ConfirmedCases.data,202.0,311.0,0.0
Henry_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Missouri_UnitedStates.NYT_ConfirmedCases.data,218.0,345.0,0.0
Henry_Missouri_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henrico_Virginia_UnitedStates.NYT_ConfirmedCases.data,5491.0,6394.0,0.0
Henrico_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Indiana_UnitedStates.NYT_ConfirmedCases.data,842.0,1356.0,0.0
Henry_Indiana_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hickman_Tennessee_UnitedStates.NYT_ConfirmedCases.data,612.0,846.0,0.0
Hickman_Tennessee_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hidalgo_NewMexico_UnitedStates.NYT_ConfirmedCases.data,101.0,124.0,0.0
Hidalgo_NewMexico_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hernando_Florida_UnitedStates.NYT_ConfirmedCases.data,3175.0,3678.0,0.0
Hernando_Florida_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Henry_Virginia_UnitedStates.NYT_ConfirmedCases.data,1075.0,1320.0,0.0
Henry_Virginia_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.data,31924.0,35785.0,0.0
Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
Hickman_Kentucky_UnitedStates.NYT_ConfirmedCases.data,78.0,121.0,0.0
Hickman_Kentucky_UnitedStates.NYT_ConfirmedCases.missing,0,0,100
